,Unnamed: 0,channel,date,min,max,mean,stDev
152,25,0,2019-06-25,0.1552138328552246,0.19457761943340304,0.17543831296669418,0.007253538061772355
153,24,0,2019-06-30,0.29481908679008484,0.4099330008029938,0.3776036698688837,0.01604940787336456
154,23,0,2019-07-05,0.27769213914871216,0.3852536380290985,0.3439475468424864,0.019054852877072485
155,22,0,2019-07-10,-0.07255002856254578,0.11258453875780106,0.02725229613447305,0.021772971646159503
156,21,0,2019-07-15,0.013799243606626987,0.1551768034696579,0.1022670690764405,0.029299287130848176
157,20,0,2019-07-20,0.026398055255413052,0.0442570224404335,0.0357095428417588,0.002683158176661879
158,19,0,2019-07-25,0.12804073095321655,0.7219523191452026,0.4033409187960069,0.12160923206098752
159,18,0,2019-07-30,0.43598055839538574,0.5657619833946228,0.5144474015217422,0.017782404483222342
160,17,0,2019-08-04,0.015374621376395226,0.15854471921920776,0.080255696934092,0.03752933507914756
161,16,0,2019-08-09,-0.016125947237014767,-0.003527223831042648,-0.009736276412195,0.001892918720891097
162,15,0,2019-08-14,0.13560587167739868,0.6801305413246155,0.42445861332176266,0.13154669917119
163,14,0,2019-08-19,0.3680940866470337,0.6234261989593506,0.5114963726941929,0.03777783235370599
164,13,0,2019-08-24,-0.01873327419161797,0.02518291585147381,0.008641254058416373,0.005808101224351846
165,12,0,2019-08-29,0.30817610025405884,0.5437379479408264,0.4062132897303091,0.05286941312439964
166,11,0,2019-09-03,0.2740795910358429,0.6485081911087036,0.3923390325649764,0.05042514672098063
167,10,0,2019-09-08,0.235335037112236,0.600246250629425,0.3736653948477074,0.04673802350504645
168,9,0,2019-09-13,-0.04413020610809326,0.11496278643608092,0.038950628512067466,0.031892316380910515
169,8,0,2019-09-18,-0.1150941252708435,0.2381209433078766,0.06352558955473486,0.0559582597671059
170,7,0,2019-09-23,-0.034084949642419815,0.00102075538598001,-0.012273286716302295,0.007221427770860294
171,6,0,2019-09-28,0.14151284098625186,0.23573510348796844,0.17489050201667394,0.020230742440055214
172,5,0,2019-10-03,0.02368219941854477,0.3899913728237152,0.1790424384378876,0.0750096813224912
173,4,0,2019-10-08,0.031564809381961816,0.11068540066480637,0.07386165010028113,0.016053647449142557
174,3,0,2019-10-13,0.002705139806494117,0.6641452312469482,0.21017792222393286,0.12230800303347066
175,2,0,2019-10-18,-0.07445255666971208,0.6317002773284912,0.12184575533209185,0.07848915950973913
176,1,0,2019-10-23,0.07409439980983734,0.3841791749000549,0.15257328300513046,0.040676714598236484
177,0,0,2019-10-28,0.0165235698223114,0.02816445380449295,0.02268716485290102,0.0019842491390965893
